case,model,step,x,y,Cfx_ref,Cfx_case,Cp_ref,Cp_case,Yplus_ref,Yplus_case
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.213749,0.058100,4.625695e-03,4.625695e-03,-9.291536e-01,-9.291475e-01,1.4358,1.4358
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.222709,0.058502,4.545969e-03,4.545969e-03,-9.033314e-01,-9.033222e-01,1.4233,1.4233
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.231610,0.058849,4.470148e-03,4.470148e-03,-8.789402e-01,-8.789280e-01,1.4113,1.4113
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.240453,0.059145,4.397843e-03,4.397844e-03,-8.554304e-01,-8.554158e-01,1.3998,1.3998
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.249239,0.059393,4.328566e-03,4.328567e-03,-8.332560e-01,-8.332397e-01,1.3888,1.3888
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.257967,0.059596,4.262324e-03,4.262326e-03,-8.120245e-01,-8.120075e-01,1.3781,1.3781
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.266637,0.059756,4.199047e-03,4.199048e-03,-7.917641e-01,-7.917470e-01,1.3679,1.3679
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.275249,0.059876,4.137443e-03,4.137444e-03,-7.723933e-01,-7.723768e-01,1.3579,1.3579
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.283805,0.059958,4.079185e-03,4.079186e-03,-7.538800e-01,-7.538642e-01,1.3483,1.3483
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.292302,0.060004,4.021709e-03,4.021710e-03,-7.361595e-01,-7.361447e-01,1.3389,1.3389
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.300743,0.060017,3.967124e-03,3.967125e-03,-7.191970e-01,-7.191833e-01,1.3298,1.3298
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.309127,0.059998,3.913577e-03,3.913578e-03,-7.029491e-01,-7.029364e-01,1.3209,1.3209
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.317455,0.059949,3.862732e-03,3.862733e-03,-6.873630e-01,-6.873512e-01,1.3124,1.3124
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.325726,0.059871,3.812106e-03,3.812107e-03,-6.724039e-01,-6.723929e-01,1.3038,1.3038
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.333941,0.059766,3.763618e-03,3.763618e-03,-6.580170e-01,-6.580068e-01,1.2956,1.2956
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.342101,0.059636,3.717009e-03,3.717009e-03,-6.441607e-01,-6.441513e-01,1.2876,1.2876
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.350205,0.059482,3.671267e-03,3.671268e-03,-6.308043e-01,-6.307957e-01,1.2798,1.2798
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.358254,0.059305,3.628243e-03,3.628243e-03,-6.178964e-01,-6.178885e-01,1.2724,1.2724
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.366248,0.059106,3.585019e-03,3.585020e-03,-6.054312e-01,-6.054240e-01,1.2649,1.2649
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.374188,0.058887,3.543222e-03,3.543222e-03,-5.933588e-01,-5.933525e-01,1.2576,1.2576
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.382073,0.058648,3.501550e-03,3.501550e-03,-5.816703e-01,-5.816649e-01,1.2503,1.2503
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.389905,0.058390,3.463529e-03,3.463529e-03,-5.702967e-01,-5.702922e-01,1.2436,1.2436
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.397682,0.058116,3.424148e-03,3.424149e-03,-5.592638e-01,-5.592603e-01,1.2366,1.2366
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.405407,0.057824,3.386846e-03,3.386846e-03,-5.485086e-01,-5.485062e-01,1.2299,1.2299
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.413079,0.057517,3.350679e-03,3.350679e-03,-5.380265e-01,-5.380253e-01,1.2234,1.2234
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.420698,0.057195,3.315460e-03,3.315460e-03,-5.277964e-01,-5.277961e-01,1.2171,1.2171
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.428265,0.056859,3.280239e-03,3.280239e-03,-5.178204e-01,-5.178210e-01,1.2107,1.2107
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.435780,0.056510,3.246164e-03,3.246164e-03,-5.080374e-01,-5.080388e-01,1.2045,1.2045
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.443243,0.056148,3.213118e-03,3.213118e-03,-4.985518e-01,-4.985537e-01,1.1984,1.1984
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.450655,0.055774,3.180090e-03,3.180090e-03,-4.891446e-01,-4.891468e-01,1.1924,1.1924
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.458017,0.055388,3.148927e-03,3.148927e-03,-4.800262e-01,-4.800286e-01,1.1866,1.1866
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.465327,0.054992,3.117795e-03,3.117795e-03,-4.710526e-01,-4.710552e-01,1.1808,1.1808
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.472587,0.054586,3.086880e-03,3.086880e-03,-4.622512e-01,-4.622536e-01,1.1750,1.1750
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.479797,0.054170,3.058383e-03,3.058383e-03,-4.535819e-01,-4.535841e-01,1.1697,1.1697
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.486958,0.053744,3.027812e-03,3.027812e-03,-4.450728e-01,-4.450748e-01,1.1639,1.1639
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.494069,0.053311,2.999449e-03,2.999449e-03,-4.366931e-01,-4.366949e-01,1.1586,1.1586
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.501132,0.052869,2.971765e-03,2.971765e-03,-4.284542e-01,-4.284557e-01,1.1533,1.1533
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.508145,0.052419,2.943881e-03,2.943881e-03,-4.203551e-01,-4.203564e-01,1.1479,1.1479
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.515110,0.051962,2.917296e-03,2.917296e-03,-4.123793e-01,-4.123805e-01,1.1428,1.1428
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.522028,0.051498,2.890647e-03,2.890647e-03,-4.045658e-01,-4.045670e-01,1.1377,1.1377
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.528897,0.051028,2.864265e-03,2.864265e-03,-3.968874e-01,-3.968886e-01,1.1326,1.1326
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.535719,0.050551,2.838723e-03,2.838723e-03,-3.893161e-01,-3.893173e-01,1.1276,1.1276
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.542494,0.050069,2.814085e-03,2.814085e-03,-3.818467e-01,-3.818481e-01,1.1228,1.1228
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.549223,0.049581,2.788668e-03,2.788668e-03,-3.744914e-01,-3.744929e-01,1.1178,1.1178
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.555905,0.049088,2.764544e-03,2.764544e-03,-3.672263e-01,-3.672279e-01,1.1130,1.1130
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.562540,0.048591,2.740808e-03,2.740808e-03,-3.600574e-01,-3.600591e-01,1.1083,1.1083
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.569130,0.048088,2.716743e-03,2.716743e-03,-3.529864e-01,-3.529882e-01,1.1035,1.1035
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.575674,0.047582,2.693525e-03,2.693525e-03,-3.459997e-01,-3.460017e-01,1.0989,1.0989
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.582173,0.047071,2.670606e-03,2.670605e-03,-3.390999e-01,-3.391019e-01,1.0942,1.0942
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.588628,0.046557,2.647957e-03,2.647957e-03,-3.322842e-01,-3.322862e-01,1.0897,1.0897
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.595037,0.046039,2.625582e-03,2.625582e-03,-3.255484e-01,-3.255505e-01,1.0851,1.0851
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.601403,0.045518,2.603469e-03,2.603469e-03,-3.188896e-01,-3.188918e-01,1.0806,1.0806
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.607724,0.044994,2.581680e-03,2.581680e-03,-3.123064e-01,-3.123086e-01,1.0762,1.0762
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.614001,0.044467,2.560607e-03,2.560607e-03,-3.057953e-01,-3.057975e-01,1.0718,1.0718
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.620235,0.043938,2.538773e-03,2.538773e-03,-2.993520e-01,-2.993543e-01,1.0673,1.0673
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.626426,0.043406,2.517670e-03,2.517670e-03,-2.930036e-01,-2.930058e-01,1.0629,1.0629
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.632574,0.042871,2.497035e-03,2.497035e-03,-2.866664e-01,-2.866686e-01,1.0586,1.0586
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.638680,0.042335,2.475656e-03,2.475656e-03,-2.804386e-01,-2.804408e-01,1.0542,1.0542
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.644743,0.041796,2.455605e-03,2.455605e-03,-2.742510e-01,-2.742532e-01,1.0500,1.0500
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.650764,0.041256,2.434599e-03,2.434599e-03,-2.681249e-01,-2.681271e-01,1.0455,1.0455
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.656744,0.040714,2.414495e-03,2.414495e-03,-2.620459e-01,-2.620481e-01,1.0413,1.0413
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.662682,0.040171,2.394474e-03,2.394474e-03,-2.560200e-01,-2.560222e-01,1.0370,1.0370
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.668579,0.039626,2.374165e-03,2.374164e-03,-2.500459e-01,-2.500480e-01,1.0327,1.0327
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.674435,0.039080,2.354369e-03,2.354369e-03,-2.441177e-01,-2.441196e-01,1.0284,1.0284
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.680250,0.038533,2.334982e-03,2.334981e-03,-2.382337e-01,-2.382355e-01,1.0242,1.0242
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.686026,0.037985,2.315026e-03,2.315026e-03,-2.323951e-01,-2.323968e-01,1.0199,1.0199
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.691761,0.037436,2.295544e-03,2.295544e-03,-2.265954e-01,-2.265968e-01,1.0157,1.0157
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.697456,0.036886,2.276161e-03,2.276161e-03,-2.208341e-01,-2.208352e-01,1.0114,1.0114
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.703112,0.036336,2.256842e-03,2.256842e-03,-2.151080e-01,-2.151087e-01,1.0072,1.0072
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.708728,0.035785,2.237597e-03,2.237597e-03,-2.094160e-01,-2.094163e-01,1.0029,1.0029
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.714306,0.035233,2.218511e-03,2.218511e-03,-2.037560e-01,-2.037558e-01,0.9987,0.9987
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.719845,0.034681,2.199301e-03,2.199301e-03,-1.981271e-01,-1.981265e-01,0.9944,0.9944
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.725345,0.034129,2.180194e-03,2.180194e-03,-1.925260e-01,-1.925249e-01,0.9901,0.9901
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.730807,0.033576,2.161139e-03,2.161139e-03,-1.869500e-01,-1.869484e-01,0.9859,0.9859
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.736231,0.033024,2.142088e-03,2.142089e-03,-1.813967e-01,-1.813946e-01,0.9816,0.9816
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.741618,0.032471,2.123034e-03,2.123034e-03,-1.758639e-01,-1.758614e-01,0.9772,0.9772
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.746967,0.031918,2.103968e-03,2.103968e-03,-1.703494e-01,-1.703466e-01,0.9729,0.9729
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.752278,0.031366,2.084880e-03,2.084880e-03,-1.648513e-01,-1.648480e-01,0.9685,0.9685
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.757553,0.030813,2.065764e-03,2.065764e-03,-1.593671e-01,-1.593636e-01,0.9641,0.9641
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.762791,0.030260,2.046609e-03,2.046609e-03,-1.538951e-01,-1.538913e-01,0.9597,0.9597
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.767993,0.029708,2.027399e-03,2.027399e-03,-1.484350e-01,-1.484309e-01,0.9552,0.9552
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.773159,0.029156,2.008155e-03,2.008155e-03,-1.429725e-01,-1.429683e-01,0.9508,0.9508
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.778288,0.028605,1.988804e-03,1.988804e-03,-1.375446e-01,-1.375403e-01,0.9462,0.9462
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.783382,0.028053,1.969412e-03,1.969412e-03,-1.320788e-01,-1.320743e-01,0.9416,0.9416
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.788440,0.027503,1.950068e-03,1.950068e-03,-1.266471e-01,-1.266426e-01,0.9371,0.9371
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.793463,0.026952,1.930363e-03,1.930363e-03,-1.212066e-01,-1.212021e-01,0.9324,0.9324
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.798451,0.026403,1.910545e-03,1.910545e-03,-1.157653e-01,-1.157608e-01,0.9276,0.9276
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.803405,0.025853,1.890967e-03,1.890967e-03,-1.103166e-01,-1.103122e-01,0.9229,0.9229
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.808324,0.025305,1.870911e-03,1.870911e-03,-1.048613e-01,-1.048570e-01,0.9180,0.9180
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.813208,0.024757,1.850812e-03,1.850813e-03,-9.939665e-02,-9.939252e-02,0.9132,0.9132
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.818058,0.024209,1.830582e-03,1.830582e-03,-9.392156e-02,-9.391768e-02,0.9082,0.9082
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.822875,0.023663,1.810196e-03,1.810196e-03,-8.843465e-02,-8.843108e-02,0.9032,0.9032
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.827658,0.023117,1.789636e-03,1.789636e-03,-8.293444e-02,-8.293124e-02,0.8981,0.8981
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.832407,0.022572,1.768883e-03,1.768883e-03,-7.741730e-02,-7.741454e-02,0.8929,0.8929
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.837124,0.022027,1.747914e-03,1.747914e-03,-7.188071e-02,-7.187845e-02,0.8876,0.8876
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.841807,0.021484,1.726688e-03,1.726688e-03,-6.632199e-02,-6.632028e-02,0.8823,0.8823
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.846458,0.020941,1.705152e-03,1.705152e-03,-6.073882e-02,-6.073770e-02,0.8768,0.8768
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.851076,0.020399,1.683276e-03,1.683276e-03,-5.512815e-02,-5.512762e-02,0.8712,0.8712
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.855662,0.019858,1.661064e-03,1.661064e-03,-4.948704e-02,-4.948709e-02,0.8655,0.8655
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.860216,0.019318,1.638526e-03,1.638526e-03,-4.381258e-02,-4.381318e-02,0.8597,0.8597
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.864738,0.018779,1.615650e-03,1.615650e-03,-3.810215e-02,-3.810325e-02,0.8537,0.8537
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.869228,0.018241,1.592415e-03,1.592415e-03,-3.235310e-02,-3.235462e-02,0.8476,0.8476
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.873687,0.017704,1.568800e-03,1.568800e-03,-2.656295e-02,-2.656480e-02,0.8413,0.8413
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.878115,0.017168,1.544792e-03,1.544792e-03,-2.072961e-02,-2.073169e-02,0.8349,0.8349
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.882512,0.016633,1.520400e-03,1.520400e-03,-1.484879e-02,-1.485099e-02,0.8283,0.8283
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.886878,0.016099,1.495644e-03,1.495644e-03,-8.923707e-03,-8.925908e-03,0.8216,0.8216
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.891213,0.015566,1.470696e-03,1.470696e-03,-2.916132e-03,-2.918228e-03,0.8148,0.8148
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.895518,0.015034,1.445675e-03,1.445675e-03,3.100871e-03,3.098986e-03,0.8079,0.8079
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.899793,0.014503,1.419695e-03,1.419695e-03,8.931312e-03,8.929737e-03,0.8006,0.8006
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.904038,0.013973,1.393667e-03,1.393667e-03,1.525589e-02,1.525471e-02,0.7933,0.7933
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.908253,0.013445,1.368660e-03,1.368660e-03,2.143936e-02,2.143866e-02,0.7862,0.7862
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.912439,0.012917,1.343339e-03,1.343339e-03,2.747030e-02,2.747013e-02,0.7789,0.7789
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.916595,0.012391,1.317064e-03,1.317064e-03,3.355440e-02,3.355483e-02,0.7713,0.7713
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.920722,0.011866,1.289889e-03,1.289889e-03,3.971238e-02,3.971345e-02,0.7634,0.7634
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.924820,0.011342,1.261886e-03,1.261886e-03,4.596261e-02,4.596438e-02,0.7551,0.7551
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.928890,0.010819,1.233121e-03,1.233121e-03,5.230038e-02,5.230286e-02,0.7465,0.7465
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.932930,0.010297,1.203610e-03,1.203610e-03,5.872474e-02,5.872798e-02,0.7375,0.7375
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.936943,0.009777,1.173339e-03,1.173339e-03,6.523409e-02,6.523811e-02,0.7282,0.7282
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.940927,0.009257,1.142276e-03,1.142276e-03,7.183002e-02,7.183485e-02,0.7186,0.7186
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.944883,0.008739,1.110451e-03,1.110451e-03,7.853153e-02,7.853719e-02,0.7085,0.7085
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.948811,0.008222,1.077844e-03,1.077844e-03,8.530565e-02,8.531215e-02,0.6981,0.6981
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.952712,0.007707,1.044106e-03,1.044106e-03,9.210020e-02,9.210755e-02,0.6871,0.6871
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.956585,0.007193,1.009901e-03,1.009901e-03,9.922114e-02,9.922934e-02,0.6758,0.6758
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.960432,0.006679,9.752685e-04,9.752686e-04,1.061995e-01,1.062085e-01,0.6642,0.6642
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.964251,0.006168,9.413167e-04,9.413167e-04,1.137908e-01,1.138007e-01,0.6526,0.6526
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.968069,0.005654,9.002784e-04,9.002785e-04,1.200961e-01,1.201066e-01,0.6382,0.6382
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.971541,0.005184,8.610483e-04,8.610484e-04,1.283608e-01,1.283716e-01,0.6242,0.6242
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.974696,0.004756,8.249334e-04,8.249335e-04,1.334120e-01,1.334231e-01,0.6110,0.6110
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.977564,0.004365,7.923386e-04,7.923387e-04,1.409484e-01,1.409597e-01,0.5988,0.5988
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.980172,0.004008,7.605305e-04,7.605306e-04,1.449236e-01,1.449351e-01,0.5867,0.5867
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.982542,0.003683,7.277879e-04,7.277880e-04,1.513319e-01,1.513436e-01,0.5740,0.5740
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.984697,0.003387,6.945558e-04,6.945558e-04,1.549041e-01,1.549161e-01,0.5607,0.5607
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.986656,0.003117,6.585491e-04,6.585493e-04,1.599154e-01,1.599278e-01,0.5460,0.5460
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.988436,0.002871,6.228476e-04,6.228476e-04,1.631460e-01,1.631591e-01,0.5310,0.5310
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.990055,0.002647,5.849251e-04,5.849251e-04,1.660725e-01,1.660865e-01,0.5146,0.5146
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.991526,0.002443,5.548637e-04,5.548637e-04,1.693442e-01,1.693595e-01,0.5013,0.5013
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.992864,0.002257,5.393971e-04,5.393969e-04,1.712674e-01,1.712845e-01,0.4942,0.4942
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.994080,0.002088,5.473641e-04,5.473639e-04,1.737001e-01,1.737196e-01,0.4979,0.4979
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.995186,0.001934,5.855006e-04,5.855002e-04,1.749726e-01,1.749953e-01,0.5149,0.5149
RANS_SST_WD_0.10-0.15_ConsGalerkinProj_OneShot_SF2_Second,SST,201,0.996190,0.001793,6.485293e-04,6.485287e-04,1.777032e-01,1.777301e-01,0.5420,0.5420
